 time from epoch begin (sec) , RRint (sec) , QTint (sec) ,  source data file name = 14-17-50_24_hours_part2_v3.bin ,  epoch start time Format 1 = day 2 ; 13 : 02 : 49  ,  epoch start time Format 2 =  37 : 02 : 49  ,  epoch start time Format 3 = 133369 ,  epoch start time Format 4 = 81900 , 
 6.9900000e-01 , 8.6400000e-01 , 6.6769687e-01 , 
 1.5630000e+00 , 8.6600000e-01 , 6.6916250e-01 , 
 2.4290000e+00 , 8.5500000e-01 , 6.6916250e-01 , 
 3.2840000e+00 , 8.5500000e-01 , 6.6539375e-01 , 
 4.1390000e+00 , 8.7100000e-01 , 6.6539375e-01 , 
 5.0100000e+00 , 8.7000000e-01 , 6.6895312e-01 , 
 5.8800000e+00 , 8.6500000e-01 , 6.6790625e-01 , 
 6.7450000e+00 , 8.5900000e-01 , 6.6916250e-01 , 
 7.6040000e+00 , 8.6500000e-01 , 6.6602187e-01 , 
 8.4690000e+00 , 8.7500000e-01 , 6.6560312e-01 , 
 9.3440000e+00 , 8.6900000e-01 , 6.6769687e-01 , 
 1.0213000e+01 , 8.5500000e-01 , 6.6518438e-01 , 
 1.1068000e+01 , 8.6400000e-01 , 6.6371875e-01 , 
 1.1932000e+01 , 8.7900000e-01 , 6.6225313e-01 , 
 1.2811000e+01 , 8.7700000e-01 , 6.6706875e-01 , 
 1.3688000e+01 , 8.6200000e-01 , 6.6811562e-01 , 
 1.4550000e+01 , 8.5000000e-01 , 6.6916250e-01 , 
 1.5400000e+01 , 8.6600000e-01 , 6.6895312e-01 , 
 1.6266000e+01 , 8.8300000e-01 , 6.6162500e-01 , 
 1.7149000e+01 , 8.6300000e-01 , 6.6497500e-01 , 
 1.8012000e+01 , 8.4400000e-01 , 6.6790625e-01 , 
 1.8856000e+01 , 8.6500000e-01 , 6.6204375e-01 , 
 1.9721000e+01 , 8.7400000e-01 , 6.6078750e-01 , 
 2.0595000e+01 , 8.5900000e-01 , 6.6623125e-01 , 
 2.1454000e+01 , 8.4700000e-01 , 6.6309062e-01 , 
 2.2301000e+01 , 8.7300000e-01 , 6.6330000e-01 , 
 2.3174000e+01 , 8.7400000e-01 , 6.6350937e-01 , 
 2.4048000e+01 , 8.6600000e-01 , 6.6246250e-01 , 
 2.4914000e+01 , 8.4200000e-01 , 6.6350937e-01 , 
 2.5756000e+01 , 8.4300000e-01 , 6.6246250e-01 , 
 2.6599000e+01 , 8.7200000e-01 , 6.5743750e-01 , 
 2.7471000e+01 , 8.6700000e-01 , 6.6267188e-01 , 
 2.8338000e+01 , 8.6800000e-01 , 6.5974062e-01 , 
 2.9206000e+01 , 8.7200000e-01 , 6.6602187e-01 , 
 3.0078000e+01 , 8.7100000e-01 , 6.6434688e-01 , 
 3.0949000e+01 , 8.9900000e-01 , 6.6392812e-01 , 
 3.1848000e+01 , 8.9300000e-01 , 6.6434688e-01 , 
 3.2741000e+01 , 8.9000000e-01 , 6.6225313e-01 , 
 3.3631000e+01 , 8.8900000e-01 , 6.6665000e-01 , 
 3.4520000e+01 , 9.0200000e-01 , 6.6330000e-01 , 
 3.5422000e+01 , 8.9400000e-01 , 6.6225312e-01 , 
 3.6316000e+01 , 8.8200000e-01 , 6.6476563e-01 , 
 3.7198000e+01 , 8.7600000e-01 , 6.6685938e-01 , 
 3.8074000e+01 , 8.9500000e-01 , 6.6518438e-01 , 
 3.8969000e+01 , 8.9400000e-01 , 6.6790625e-01 , 
 3.9863000e+01 , 8.8700000e-01 , 6.6790625e-01 , 
 4.0750000e+01 , 8.8100000e-01 , 6.6916250e-01 , 
 4.1631000e+01 , 8.8100000e-01 , 6.6811562e-01 , 
 4.2512000e+01 , 8.8600000e-01 , 6.6665000e-01 , 
 4.3398000e+01 , 8.8100000e-01 , 6.6581250e-01 , 
 4.4279000e+01 , 8.7300000e-01 , 6.6895312e-01 , 
 4.5152000e+01 , 8.8000000e-01 , 6.6706875e-01 , 
 4.6032000e+01 , 8.9500000e-01 , 6.6455625e-01 , 
 4.6927000e+01 , 8.8400000e-01 , 6.6602187e-01 , 
 4.7811000e+01 , 8.8700000e-01 , 6.6916250e-01 , 
 4.8698000e+01 , 8.7800000e-01 , 6.7188437e-01 , 
 4.9576000e+01 , 8.8700000e-01 , 6.6916250e-01 , 
 5.0463000e+01 , 8.8700000e-01 , 6.6665000e-01 , 
 5.1350000e+01 , 8.7700000e-01 , 6.6560313e-01 , 
 5.2227000e+01 , 8.6500000e-01 , 6.6916250e-01 , 
 5.3092000e+01 , 8.8200000e-01 , 6.6937188e-01 , 
 5.3974000e+01 , 8.9100000e-01 , 6.6455625e-01 , 
 5.4865000e+01 , 8.7400000e-01 , 6.6560312e-01 , 
 5.5739000e+01 , 8.7200000e-01 , 6.6811562e-01 , 
 5.6611000e+01 , 8.8000000e-01 , 6.6309062e-01 , 
 5.7491000e+01 , 8.8600000e-01 , 6.6330000e-01 , 
 5.8377000e+01 , 8.8300000e-01 , 6.6560312e-01 , 
 5.9260000e+01 , 8.8900000e-01 , 6.6832500e-01 , 
 6.0149000e+01 , 8.7900000e-01 , 6.6916250e-01 , 
 6.1028000e+01 , 9.0000000e-01 , 6.6769687e-01 , 
 6.1928000e+01 , 8.9500000e-01 , 6.6706875e-01 , 
 6.2823000e+01 , 9.0100000e-01 , 6.7062813e-01 , 
 6.3724000e+01 , 9.0300000e-01 , 6.6916250e-01 , 
 6.4627000e+01 , 9.1500000e-01 , 6.7083750e-01 , 
 6.5542000e+01 , 9.0900000e-01 , 6.7188437e-01 , 
 6.6451000e+01 , 9.1600000e-01 , 6.6769687e-01 , 
 6.7367000e+01 , 9.2200000e-01 , 6.6665000e-01 , 
 6.8289000e+01 , 9.2800000e-01 , 6.7083750e-01 , 
 6.9217000e+01 , 9.1500000e-01 , 6.7062813e-01 , 
 7.0132000e+01 , 9.2100000e-01 , 6.7188437e-01 , 
 7.1053000e+01 , 9.1300000e-01 , 6.6937188e-01 , 
