 time from epoch begin (sec) , RRint (sec) , QTint (sec) ,  source data file name = 11-03-38_8_hours_part2_v2.bin ,  epoch start time Format 1 = day 1 ; 12 : 48 : 38  ,  epoch start time Format 2 =  12 : 48 : 38  ,  epoch start time Format 3 = 46118 ,  epoch start time Format 4 = 6300 , 
 1.1420000e+00 , 8.0500000e-01 , 5.0321250e-01 , 
 1.9470000e+00 , 8.1000000e-01 , 5.0321250e-01 , 
 2.7570000e+00 , 8.1700000e-01 , 5.0305500e-01 , 
 3.5740000e+00 , 8.2100000e-01 , 5.0478750e-01 , 
 4.3950000e+00 , 8.2100000e-01 , 5.0226750e-01 , 
 5.2160000e+00 , 8.1700000e-01 , 5.0116500e-01 , 
 6.0330000e+00 , 8.1300000e-01 , 4.9990500e-01 , 
 6.8460000e+00 , 8.1000000e-01 , 5.0494500e-01 , 
 7.6560000e+00 , 8.0400000e-01 , 5.0085000e-01 , 
 8.4600000e+00 , 8.0100000e-01 , 5.0494500e-01 , 
 9.2610000e+00 , 8.0400000e-01 , 4.9974750e-01 , 
 1.0065000e+01 , 8.0450234e-01 , 4.9903543e-01 , 
 1.1655000e+01 , 8.0549578e-01 , 4.9762723e-01 , 
 1.2462000e+01 , 8.0600000e-01 , 4.9691250e-01 , 
 1.3268000e+01 , 8.1400000e-01 , 5.0494500e-01 , 
 1.4082000e+01 , 8.1300000e-01 , 5.0494500e-01 , 
 1.4895000e+01 , 8.0700000e-01 , 5.0100750e-01 , 
 1.5702000e+01 , 8.0700000e-01 , 5.1108750e-01 , 
 1.6509000e+01 , 8.0700000e-01 , 4.9896000e-01 , 
 1.7316000e+01 , 8.0400000e-01 , 5.0211000e-01 , 
 1.8120000e+01 , 8.0100000e-01 , 5.0478750e-01 , 
 1.8921000e+01 , 7.9600000e-01 , 5.0226750e-01 , 
 1.9717000e+01 , 7.9400000e-01 , 4.9896000e-01 , 
 2.0511000e+01 , 7.9300000e-01 , 5.0478750e-01 , 
 2.1304000e+01 , 8.0400000e-01 , 4.9817250e-01 , 
